course_url,course_name,absoulte_url
/course/learning-how-to-learn-2161,Learning How to Learn: Powerful mental tools to help you master tough subjects,https://www.classcentral.com/course/learning-how-to-learn-2161
/course/mindshift-8289,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://www.classcentral.com/course/mindshift-8289
/course/mindfulness-life-9078,Maintaining a Mindful Life,https://www.classcentral.com/course/mindfulness-life-9078
/course/interviews-2253,How to Succeed at: Interviews,https://www.classcentral.com/course/interviews-2253
/course/learning-how-to-learn-youth-12569,Learning How To Learn for Youth,https://www.classcentral.com/course/learning-how-to-learn-youth-12569
/course/aprendo-4631,Aprender,https://www.classcentral.com/course/aprendo-4631
/course/speechwriting-9646,Presentation skills: Speechwriting and Storytelling,https://www.classcentral.com/course/speechwriting-9646
/course/worksmarter-2727,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://www.classcentral.com/course/worksmarter-2727
/course/independent-umano-digitale-13499,Umano Digitale,https://www.classcentral.com/course/independent-umano-digitale-13499
/course/mindfulness-6951,De-Mystifying Mindfulness,https://www.classcentral.com/course/mindfulness-6951
/course/edx-psychology-of-personal-growth-8857,Psychology of Personal Growth,https://www.classcentral.com/course/edx-psychology-of-personal-growth-8857
/course/craft-of-plot-5625,Creative Writing: The Craft of Plot,https://www.classcentral.com/course/craft-of-plot-5625
/course/edx-diseno-de-estrategias-exitosas-y-acciones-incontenibles-4934,Diseño de Estrategias Exitosas y Acciones Incontenibles,https://www.classcentral.com/course/edx-diseno-de-estrategias-exitosas-y-acciones-incontenibles-4934
/course/successfulnegotiation-2460,Successful Negotiation: Essential Strategies and Skills,https://www.classcentral.com/course/successfulnegotiation-2460
/course/improving-study-techniques-13420,Improving Your Study Techniques,https://www.classcentral.com/course/improving-study-techniques-13420
/course/public-speaking-project-9644,Presentation skills: Public Speaking Project,https://www.classcentral.com/course/public-speaking-project-9644
/course/edx-buscar-en-internet-2971,Buscar en Internet,https://www.classcentral.com/course/edx-buscar-en-internet-2971
/course/probsolve-2721,Effective Problem-Solving and Decision-Making,https://www.classcentral.com/course/probsolve-2721
/course/edx-negoziazione-e-comunicazione-efficace-9244,Negoziazione e comunicazione efficace,https://www.classcentral.com/course/edx-negoziazione-e-comunicazione-efficace-9244
/course/know-thyself-the-examined-life-432, Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://www.classcentral.com/course/know-thyself-the-examined-life-432
/course/delivery-9645,Presentation skills:  Effective Presentation Delivery,https://www.classcentral.com/course/delivery-9645
/course/businesswriting-2724,High-Impact Business Writing,https://www.classcentral.com/course/businesswriting-2724
/course/negotiation-4336,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,https://www.classcentral.com/course/negotiation-4336
/course/video-game-story-4257,Story and Narrative Development for Video Games,https://www.classcentral.com/course/video-game-story-4257
/course/personal-branding-4865,Introduction to Personal Branding,https://www.classcentral.com/course/personal-branding-4865
/course/craft-of-style-5621,Creative Writing: The Craft of Style,https://www.classcentral.com/course/craft-of-style-5621
/course/cps-1636,Creative Problem Solving,https://www.classcentral.com/course/cps-1636
/course/poweronboarding-2256,Power Onboarding,https://www.classcentral.com/course/poweronboarding-2256
/course/21stcencom-2723,Communication in the 21st Century Workplace,https://www.classcentral.com/course/21stcencom-2723
/course/artofnegotiation-2725,The Art of Negotiation,https://www.classcentral.com/course/artofnegotiation-2725
/course/negociacao-4217,Negociações de sucesso: estratégias e habilidades essenciais (em Português),https://www.classcentral.com/course/negociacao-4217
/course/intercultural-communication-and-conflict-4221,Intercultural Communication and Conflict Resolution,https://www.classcentral.com/course/intercultural-communication-and-conflict-4221
/course/aprender-4227,Aprendendo a aprender: ferramentas mentais poderosas para ajudá-lo a dominar assuntos difíceis (em Português) [Learning How to Learn],https://www.classcentral.com/course/aprender-4227
/course/conflict-resolution-skills-4194,Conflict Resolution Skills,https://www.classcentral.com/course/conflict-resolution-skills-4194
/course/types-of-conflict-4250,Types of Conflict,https://www.classcentral.com/course/types-of-conflict-4250
/course/negociacion-4188,Negociación exitosa: Estrategias y habilidades esenciales (en español),https://www.classcentral.com/course/negociacion-4188
/course/art-of-negotiationes-4620,El arte de negociar,https://www.classcentral.com/course/art-of-negotiationes-4620
/course/trabaja-inteligentemente-4652,"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional ",https://www.classcentral.com/course/trabaja-inteligentemente-4652
/course/comunicacion-trabajo-4655,La comunicación laboral en el siglo XXI ,https://www.classcentral.com/course/comunicacion-trabajo-4655
/course/problem-solvinges-4667,Cómo resolver problemas y tomar decisiones con eficacia,https://www.classcentral.com/course/problem-solvinges-4667
/course/presentation-skills-6596,Successful Presentation,https://www.classcentral.com/course/presentation-skills-6596
/course/presentations-speaking-so-that-people-li-6824,Presentations: Speaking so that People Listen,https://www.classcentral.com/course/presentations-speaking-so-that-people-li-6824
/course/get-hired-7091,Job Success: Get Hired or Promoted in 3 Steps,https://www.classcentral.com/course/get-hired-7091
/course/inform-speech-7458,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,https://www.classcentral.com/course/inform-speech-7458
/course/how-to-write-a-resume-5830,How to Write a Resume (Project-Centered Course),https://www.classcentral.com/course/how-to-write-a-resume-5830
/course/professional-identity-5987,Foundations of Professional Identity,https://www.classcentral.com/course/professional-identity-5987
/course/leadership-influence-5992,Leadership and Influence,https://www.classcentral.com/course/leadership-influence-5992
/course/professional-brand-5994,Shaping Your Professional Brand,https://www.classcentral.com/course/professional-brand-5994
/course/everyday-leadership-application-5250,Applications of Everyday Leadership,https://www.classcentral.com/course/everyday-leadership-application-5250
/course/upravlinnya-chasom-5261,"Працюйте розумніше, а не більше: управління часом для особистої та професійної продуктивності",https://www.classcentral.com/course/upravlinnya-chasom-5261
/course/what-is-a-mind-3314,What is a Mind?,https://www.classcentral.com/course/what-is-a-mind-3314
/course/edx-hope-human-odyssey-to-political-existentialism-11584,HOPE: Human Odyssey to Political Existentialism,https://www.classcentral.com/course/edx-hope-human-odyssey-to-political-existentialism-11584
/course/socialpsychology-555,Social Psychology,https://www.classcentral.com/course/socialpsychology-555
/course/eu-making-europe-work-7408,EU policy and implementation: making Europe work! ,https://www.classcentral.com/course/eu-making-europe-work-7408
/course/modelthinking-317,Model Thinking,https://www.classcentral.com/course/modelthinking-317
/course/edx-gender-and-sexuality-applications-in-society-12333,Gender and Sexuality: Applications in Society,https://www.classcentral.com/course/edx-gender-and-sexuality-applications-in-society-12333
/course/game-theory-1-308,Game Theory,https://www.classcentral.com/course/game-theory-1-308
/course/edx-justice-610,Justice,https://www.classcentral.com/course/edx-justice-610
/course/edx-ap-microeconomics-8630,AP® Microeconomics,https://www.classcentral.com/course/edx-ap-microeconomics-8630
/course/psychfirstaid-2900,Psychological First Aid,https://www.classcentral.com/course/psychfirstaid-2900
/course/edx-the-science-of-happiness-1781,The Science of Happiness,https://www.classcentral.com/course/edx-the-science-of-happiness-1781
/course/terrorism-701,Terrorism and Counterterrorism: Comparing Theory and Practice,https://www.classcentral.com/course/terrorism-701
/course/positivepsych-2943,Positive Psychology ,https://www.classcentral.com/course/positivepsych-2943
/course/introduction-psych-647,Introduction to Psychology,https://www.classcentral.com/course/introduction-psych-647
/course/neuroec-1387,Introduction to Neuroeconomics: How the Brain Makes Decisions,https://www.classcentral.com/course/neuroec-1387
/course/protect-business-innovations-patent-10382,Protecting Business Innovations via Patent,https://www.classcentral.com/course/protect-business-innovations-patent-10382
/course/udacity-intro-to-psychology-830,Intro to Psychology,https://www.classcentral.com/course/udacity-intro-to-psychology-830
/course/americanlaw-2872,An Introduction to American Law,https://www.classcentral.com/course/americanlaw-2872
/course/moral-politics-2986,Moral Foundations of Politics ,https://www.classcentral.com/course/moral-politics-2986
/course/welcomegametheory-2883,Welcome to Game Theory,https://www.classcentral.com/course/welcomegametheory-2883
/course/protect-business-innovations-trademark-10038,Protecting Business Innovations via Trademark,https://www.classcentral.com/course/protect-business-innovations-trademark-10038
/course/protect-business-innovations-copyright-8733,Protecting Business Innovations via Copyright,https://www.classcentral.com/course/protect-business-innovations-copyright-8733
/course/sustain-434,Introduction to Sustainability,https://www.classcentral.com/course/sustain-434
/course/general-data-protection-regulation-9403,Understanding the GDPR,https://www.classcentral.com/course/general-data-protection-regulation-9403
/course/networksonline-744,Social and Economic Networks:  Models and Analysis,https://www.classcentral.com/course/networksonline-744
/course/international-taxation-3286,Rethinking International Tax Law,https://www.classcentral.com/course/international-taxation-3286
/course/edx-the-psychology-of-criminal-justice-2021,The Psychology of Criminal Justice,https://www.classcentral.com/course/edx-the-psychology-of-criminal-justice-2021
/course/edx-constitutional-interpretation-13427,Constitutional Interpretation,https://www.classcentral.com/course/edx-constitutional-interpretation-13427
/course/ucimacroeconomics-1050,The Power of Macroeconomics: Economic Principles in the Real World,https://www.classcentral.com/course/ucimacroeconomics-1050
/course/gametheory2-1469,Game Theory II: Advanced Applications,https://www.classcentral.com/course/gametheory2-1469
/course/behavioralgenetics-1765,Introduction to Human Behavioral Genetics,https://www.classcentral.com/course/behavioralgenetics-1765
/course/awc-2677,America's Written Constitution,https://www.classcentral.com/course/awc-2677
/course/susdev-1533,The Age of Sustainable Development,https://www.classcentral.com/course/susdev-1533
/course/forensic-psychology-1935,Forensic Psychology: Witness Investigation,https://www.classcentral.com/course/forensic-psychology-1935
/course/international-law-in-action-4423,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,https://www.classcentral.com/course/international-law-in-action-4423
/course/edx-deciphering-secrets-unlocking-the-manuscripts-of-medieval-toledo-spain-8090,Deciphering Secrets: Unlocking the Manuscripts of Medieval Toledo (Spain),https://www.classcentral.com/course/edx-deciphering-secrets-unlocking-the-manuscripts-of-medieval-toledo-spain-8090
/course/science-of-meditationm-1355,Buddhism and Modern Psychology ,https://www.classcentral.com/course/science-of-meditationm-1355
/course/edx-contract-law-from-trust-to-promise-to-contract-2633,Contract Law: From Trust to Promise to Contract,https://www.classcentral.com/course/edx-contract-law-from-trust-to-promise-to-contract-2633
/course/edx-terrorism-and-counterterrorism-1566,Terrorism and Counterterrorism,https://www.classcentral.com/course/edx-terrorism-and-counterterrorism-1566
/course/edx-anthropology-of-current-world-issues-1928,Anthropology of Current World Issues,https://www.classcentral.com/course/edx-anthropology-of-current-world-issues-1928
/course/popularity-3541,Psychology of Popularity,https://www.classcentral.com/course/popularity-3541
/course/edx-psicologia-dell-apprendimento-9247,Psicologia dell'apprendimento,https://www.classcentral.com/course/edx-psicologia-dell-apprendimento-9247
/course/memory-and-movies-5254,Understanding Memory: Explaining the Psychology of Memory through Movies,https://www.classcentral.com/course/memory-and-movies-5254
/course/green-business-strategy-12644,Green Business Strategy,https://www.classcentral.com/course/green-business-strategy-12644
/course/questionnairedesign-2163,Questionnaire Design for Social Surveys,https://www.classcentral.com/course/questionnairedesign-2163
/course/edx-introductory-psychology-2520,Introductory Psychology,https://www.classcentral.com/course/edx-introductory-psychology-2520
/course/edx-ignorance-3599,Ignorance!,https://www.classcentral.com/course/edx-ignorance-3599
/course/edx-international-law-3179,International Law,https://www.classcentral.com/course/edx-international-law-3179
/course/humanlanguage-2940,Miracles of Human Language: An Introduction to Linguistics,https://www.classcentral.com/course/humanlanguage-2940
/course/ucimicroeconomics-1054,The Power of Microeconomics: Economic Principles in the Real World,https://www.classcentral.com/course/ucimicroeconomics-1054
/course/rprog-1713,R Programming,https://www.classcentral.com/course/rprog-1713
/course/datascitoolbox-1712,The Data Scientist’s Toolbox,https://www.classcentral.com/course/datascitoolbox-1712
/course/edx-the-analytics-edge-1623,The Analytics Edge,https://www.classcentral.com/course/edx-the-analytics-edge-1623
/course/python-data-analysis-6671,Introduction to Data Science in Python,https://www.classcentral.com/course/python-data-analysis-6671
/course/getdata-1714,Getting and Cleaning Data,https://www.classcentral.com/course/getdata-1714
/course/edx-python-for-data-science-8209,Python for Data Science,https://www.classcentral.com/course/edx-python-for-data-science-8209
/course/edx-introduction-to-computational-thinking-and-data-science-1779,Introduction to Computational Thinking and Data Science,https://www.classcentral.com/course/edx-introduction-to-computational-thinking-and-data-science-1779
/course/edx-introduction-to-r-for-data-science-3928,Introduction to R for Data Science,https://www.classcentral.com/course/edx-introduction-to-r-for-data-science-3928
/course/patterndiscovery-2733,Pattern Discovery in Data Mining,https://www.classcentral.com/course/patterndiscovery-2733
/course/wgs-bacteria-8907,Whole genome sequencing of bacterial genomes - tools and applications,https://www.classcentral.com/course/wgs-bacteria-8907
/course/stanford-openedx-mining-massive-datasets-2406,Mining Massive Datasets,https://www.classcentral.com/course/stanford-openedx-mining-massive-datasets-2406
/course/datavisualization-2737,Data Visualization,https://www.classcentral.com/course/datavisualization-2737
/course/exdata-1715,Exploratory Data Analysis,https://www.classcentral.com/course/exdata-1715
/course/hiddenmessages-3289,Finding Hidden Messages in DNA (Bioinformatics I),https://www.classcentral.com/course/hiddenmessages-3289
/course/udacity-intro-to-hadoop-and-mapreduce-1470,Intro to Hadoop and MapReduce,https://www.classcentral.com/course/udacity-intro-to-hadoop-and-mapreduce-1470
/course/edx-statistics-and-r-2960,Statistics and R,https://www.classcentral.com/course/edx-statistics-and-r-2960
/course/edx-introduction-to-python-for-data-science-5683,Introduction to Python for Data Science,https://www.classcentral.com/course/edx-introduction-to-python-for-data-science-5683
/course/intro-to-big-data-4164,Introduction to Big Data,https://www.classcentral.com/course/intro-to-big-data-4164
/course/udacity-data-analysis-with-r-1478,Data Analysis with R,https://www.classcentral.com/course/udacity-data-analysis-with-r-1478
/course/edx-statistical-thinking-for-data-science-and-analytics-4913,Statistical Thinking for Data Science and Analytics,https://www.classcentral.com/course/edx-statistical-thinking-for-data-science-and-analytics-4913
/course/regmods-1718,Regression Models,https://www.classcentral.com/course/regmods-1718
/course/statinference-1717,Statistical Inference,https://www.classcentral.com/course/statinference-1717
/course/independent-dco042-python-for-informatics-1010,DCO042 - Python For Informatics,https://www.classcentral.com/course/independent-dco042-python-for-informatics-1010
/course/edx-explore-statistics-with-r-1836,Explore Statistics with R,https://www.classcentral.com/course/edx-explore-statistics-with-r-1836
/course/udacity-intro-to-data-science-1480,Intro to Data Science,https://www.classcentral.com/course/udacity-intro-to-data-science-1480
/course/datacamp-intro-to-python-for-data-science-7631,Intro to Python for Data Science,https://www.classcentral.com/course/datacamp-intro-to-python-for-data-science-7631
/course/edx-data-analysis-take-it-to-the-max-2916,Data Analysis: Take It to the MAX(),https://www.classcentral.com/course/edx-data-analysis-take-it-to-the-max-2916
/course/edx-analyzing-and-visualizing-data-with-excel-4480,Analyzing and Visualizing Data with Excel,https://www.classcentral.com/course/edx-analyzing-and-visualizing-data-with-excel-4480
/course/genpython-3476,Python for Genomic Data Science,https://www.classcentral.com/course/genpython-3476
/course/datacamp-introduction-to-r-7630,Introduction to R,https://www.classcentral.com/course/datacamp-introduction-to-r-7630
/course/repdata-1716,Reproducible Research,https://www.classcentral.com/course/repdata-1716
/course/analytics-excel-4310,Mastering Data Analysis in Excel,https://www.classcentral.com/course/analytics-excel-4310
/course/hadoop-4269,Hadoop Platform and Application Framework,https://www.classcentral.com/course/hadoop-4269
/course/dmanalyticspractice-2754,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,https://www.classcentral.com/course/dmanalyticspractice-2754
/course/bayesian-statistics-6633,Bayesian Statistics: From Concept to Data Analysis,https://www.classcentral.com/course/bayesian-statistics-6633
/course/open-education-by-blackboard-applied-data-science-an-introduction-1806,Applied Data Science: An Introduction,https://www.classcentral.com/course/open-education-by-blackboard-applied-data-science-an-introduction-1806
/course/edx-data-science-r-basics-9253,Data Science: R Basics,https://www.classcentral.com/course/edx-data-science-r-basics-9253
/course/edx-aprendizaje-automatico-y-ciencia-de-datos-12250,Aprendizaje automático y ciencia de datos,https://www.classcentral.com/course/edx-aprendizaje-automatico-y-ciencia-de-datos-12250
/course/edx-data-analysis-for-social-scientists-6842,Data Analysis for Social Scientists,https://www.classcentral.com/course/edx-data-analysis-for-social-scientists-6842
/course/data-science-crash-course-4392,A Crash Course in Data Science,https://www.classcentral.com/course/data-science-crash-course-4392
/course/bioinformatics-745,Biology Meets Programming: Bioinformatics for Beginners,https://www.classcentral.com/course/bioinformatics-745
/course/dwdesign-4230,"Data Warehouse Concepts, Design, and Data Integration",https://www.classcentral.com/course/dwdesign-4230
/course/graph-analytics-4249,Graph Analytics for Big Data,https://www.classcentral.com/course/graph-analytics-4249
/course/wharton-people-analytics-4264,People Analytics,https://www.classcentral.com/course/wharton-people-analytics-4264
/course/analytics-mysql-4181,Managing Big Data with MySQL,https://www.classcentral.com/course/analytics-mysql-4181
/course/data-manipulation-4473,Data Manipulation at Scale: Systems and Algorithms,https://www.classcentral.com/course/data-manipulation-4473
/course/programacion-estadistica-r-4657,Introducción a Data Science: Programación Estadística con R,https://www.classcentral.com/course/programacion-estadistica-r-4657
/course/data-mining-project-6227,Data Mining Project,https://www.classcentral.com/course/data-mining-project-6227
/course/bioinformatics-project-6231,Bioinformatics Capstone: Big Data in Biology,https://www.classcentral.com/course/bioinformatics-project-6231
/course/cloud-applications-2-6309,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",https://www.classcentral.com/course/cloud-applications-2-6309
/course/mountains-101-7455,Mountains 101,https://www.classcentral.com/course/mountains-101-7455
/course/extinctions-past-present-8004,Extinctions: Past and Present,https://www.classcentral.com/course/extinctions-past-present-8004
/course/complexity-explorer-introduction-to-complexity-557,Introduction to Complexity,https://www.classcentral.com/course/complexity-explorer-introduction-to-complexity-557
/course/edx-quantum-mechanics-for-everyone-8284,Quantum Mechanics for Everyone,https://www.classcentral.com/course/edx-quantum-mechanics-for-everyone-8284
/course/edx-the-science-of-everyday-thinking-1332,The Science of Everyday Thinking,https://www.classcentral.com/course/edx-the-science-of-everyday-thinking-1332
/course/dino101-1057,Dino 101: Dinosaur Paleobiology,https://www.classcentral.com/course/dino101-1057
/course/solarsystem-1813,The Science of the Solar System,https://www.classcentral.com/course/solarsystem-1813
/course/edx-introduction-to-biology-the-secret-of-life-637,Introduction to Biology - The Secret of Life,https://www.classcentral.com/course/edx-introduction-to-biology-the-secret-of-life-637
/course/geneticsevolution-381,Introduction to Genetics and Evolution,https://www.classcentral.com/course/geneticsevolution-381
/course/how-things-work-431,How Things Work: An Introduction to Physics,https://www.classcentral.com/course/how-things-work-431
/course/humanphysio-380,Introductory Human Physiology,https://www.classcentral.com/course/humanphysio-380
/course/anatomy-know-your-abdomen-5008,Anatomy: Know Your Abdomen,https://www.classcentral.com/course/anatomy-know-your-abdomen-5008
/course/medicalneuro-384,Medical Neuroscience,https://www.classcentral.com/course/medicalneuro-384
/course/einstein-765,Understanding Einstein: The Special Theory of Relativity,https://www.classcentral.com/course/einstein-765
/course/bigbang-722,From the Big Bang to Dark Energy,https://www.classcentral.com/course/bigbang-722
/course/edx-tecnicas-cuantitativas-y-cualitativas-para-la-investigacion-6601,Técnicas Cuantitativas y Cualitativas para la Investigación,https://www.classcentral.com/course/edx-tecnicas-cuantitativas-y-cualitativas-para-la-investigacion-6601
/course/canvas-network-best-practices-for-biomedical-research-data-management-he-10172,Best Practices for Biomedical Research Data Management (HE),https://www.classcentral.com/course/canvas-network-best-practices-for-biomedical-research-data-management-he-10172
/course/edx-zoologia-11407,Zoologia,https://www.classcentral.com/course/edx-zoologia-11407
/course/edx-biochemistry-biomolecules-methods-and-mechanisms-12585,"Biochemistry: Biomolecules, Methods, and Mechanisms",https://www.classcentral.com/course/edx-biochemistry-biomolecules-methods-and-mechanisms-12585
/course/ads1-3433,Algorithms for DNA Sequencing,https://www.classcentral.com/course/ads1-3433
/course/energy101-405,Energy 101: The Big Picture,https://www.classcentral.com/course/energy101-405
/course/coursera-dog-emotion-and-cognition-3627,Dog Emotion and Cognition,https://www.classcentral.com/course/coursera-dog-emotion-and-cognition-3627
/course/udacity-intro-to-physics-363,Intro to Physics,https://www.classcentral.com/course/udacity-intro-to-physics-363
/course/edx-greatest-unsolved-mysteries-of-the-universe-1598,Greatest Unsolved Mysteries of the Universe,https://www.classcentral.com/course/edx-greatest-unsolved-mysteries-of-the-universe-1598
/course/edx-introduccion-a-la-estructura-de-la-materia-3066,Introducción a la Estructura de la Materia,https://www.classcentral.com/course/edx-introduccion-a-la-estructura-de-la-materia-3066
/course/astrobio-415,Astrobiology and the Search for Extraterrestrial Life,https://www.classcentral.com/course/astrobio-415
/course/bibrain-2667,The Bilingual Brain,https://www.classcentral.com/course/bibrain-2667
/course/atmospheric-chemistry-planets-and-life-beyond-ear-12703,Atmospheric Chemistry: Planets and Life Beyond Earth,https://www.classcentral.com/course/atmospheric-chemistry-planets-and-life-beyond-ear-12703
/course/plantknows-975,Understanding Plants - Part I: What a Plant Knows,https://www.classcentral.com/course/plantknows-975
/course/climate-change-mitigation-5054,Climate Change Mitigation in Developing Countries,https://www.classcentral.com/course/climate-change-mitigation-5054
/course/ecology-and-wildlife-conservation-13667,Ecology and Wildlife Conservation,https://www.classcentral.com/course/ecology-and-wildlife-conservation-13667
/course/ntufsc-1264,Introduction to Forensic Science,https://www.classcentral.com/course/ntufsc-1264
/course/edx-applications-of-quantum-mechanics-12749,Applications of Quantum Mechanics,https://www.classcentral.com/course/edx-applications-of-quantum-mechanics-12749
/course/theropods-birds-5236,Paleontology: Theropod Dinosaurs and the Origin of Birds,https://www.classcentral.com/course/theropods-birds-5236
/course/brainspace-1362,The Brain and Space,https://www.classcentral.com/course/brainspace-1362
/course/astro-3007,Astronomy: Exploring Time and Space,https://www.classcentral.com/course/astro-3007
/course/scigast-519,The Science of Gastronomy,https://www.classcentral.com/course/scigast-519
/course/genes-597,Genes and the Human Condition (From Behavior to Biotechnology),https://www.classcentral.com/course/genes-597
/course/gengalaxy-3473,Genomic Data Science with Galaxy,https://www.classcentral.com/course/gengalaxy-3473
/course/kadenze-physics-based-sound-synthesis-for-games-and-interactive-systems-3763,Physics-Based Sound Synthesis for Games and Interactive Systems,https://www.classcentral.com/course/kadenze-physics-based-sound-synthesis-for-games-and-interactive-systems-3763
/course/edx-monitoring-volcanoes-and-magma-movements-13227,Monitoring Volcanoes and Magma Movements,https://www.classcentral.com/course/edx-monitoring-volcanoes-and-magma-movements-13227
/course/genintro-3472,Introduction to Genomic Technologies,https://www.classcentral.com/course/genintro-3472
/course/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-part-1-811,Science & Cooking: From Haute Cuisine to Soft Matter Science (part 1),https://www.classcentral.com/course/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-part-1-811
/course/edx-quantum-mechanics-1d-scattering-and-central-potentials-8769,Quantum Mechanics: 1D Scattering and Central Potentials,https://www.classcentral.com/course/edx-quantum-mechanics-1d-scattering-and-central-potentials-8769
/course/edx-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron-942,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.classcentral.com/course/edx-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron-942
/course/edx-sheep-in-the-land-of-fire-and-ice-13245,Sheep in the Land of Fire and Ice,https://www.classcentral.com/course/edx-sheep-in-the-land-of-fire-and-ice-13245
/course/edx-astrophysics-exploring-exoplanets-1635,Astrophysics: Exploring Exoplanets,https://www.classcentral.com/course/edx-astrophysics-exploring-exoplanets-1635
/course/edx-astrophysics-cosmology-3031,Astrophysics: Cosmology,https://www.classcentral.com/course/edx-astrophysics-cosmology-3031
/course/gencommand-3474,Command Line Tools for Genomic Data Science,https://www.classcentral.com/course/gencommand-3474
/course/edx-climate-change-science-and-negotiations-2484,Climate Change Science and Negotiations,https://www.classcentral.com/course/edx-climate-change-science-and-negotiations-2484
/course/dmdigitalworld-2750,Marketing in a Digital World,https://www.classcentral.com/course/dmdigitalworld-2750
/course/edx-marketing-digital-content-community-manager-10386,Marketing Digital: Content & Community Manager,https://www.classcentral.com/course/edx-marketing-digital-content-community-manager-10386
/course/edx-herramientas-de-la-inteligencia-de-negocios-10281,Herramientas de la Inteligencia de Negocios,https://www.classcentral.com/course/edx-herramientas-de-la-inteligencia-de-negocios-10281
/course/slides-9643,Presentation skills: Designing Presentation Slides,https://www.classcentral.com/course/slides-9643
/course/edx-applied-scrum-for-project-management-11917,Applied Scrum for Project Management,https://www.classcentral.com/course/edx-applied-scrum-for-project-management-11917
/course/edx-agile-leadership-principles-11920,Agile Leadership Principles,https://www.classcentral.com/course/edx-agile-leadership-principles-11920
/course/edx-excel-fundamentos-y-herramientas-2962,Excel: Fundamentos y herramientas,https://www.classcentral.com/course/edx-excel-fundamentos-y-herramientas-2962
/course/edx-introduccion-a-la-inversion-bursatil-5316,Introducción a la inversión bursátil,https://www.classcentral.com/course/edx-introduccion-a-la-inversion-bursatil-5316
/course/edx-six-sigma-define-and-measure-8450,Six Sigma: Define and Measure,https://www.classcentral.com/course/edx-six-sigma-define-and-measure-8450
/course/edx-introduccion-a-la-gestion-de-proyectos-4870,Introducción a la gestión de proyectos,https://www.classcentral.com/course/edx-introduccion-a-la-gestion-de-proyectos-4870
/course/edx-lean-production-8447,Lean Production,https://www.classcentral.com/course/edx-lean-production-8447
/course/edx-estadistica-aplicada-a-los-negocios-10270,Estadística Aplicada a los Negocios,https://www.classcentral.com/course/edx-estadistica-aplicada-a-los-negocios-10270
/course/whartonmarketing-1137,Introduction to Marketing,https://www.classcentral.com/course/whartonmarketing-1137
/course/edx-facebook-ads-como-utilizar-el-poder-de-la-publicidad-en-facebook-10387,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,https://www.classcentral.com/course/edx-facebook-ads-como-utilizar-el-poder-de-la-publicidad-en-facebook-10387
/course/edx-six-sigma-analyze-improve-control-8452,"Six Sigma: Analyze, Improve, Control",https://www.classcentral.com/course/edx-six-sigma-analyze-improve-control-8452
/course/independent-planning-for-monitoring-and-evaluation-11965,Planning for Monitoring and Evaluation,https://www.classcentral.com/course/independent-planning-for-monitoring-and-evaluation-11965
/course/edx-analisis-estadistico-con-excel-13320,Análisis estadístico con Excel,https://www.classcentral.com/course/edx-analisis-estadistico-con-excel-13320
/course/edx-disena-presentaciones-eficaces-con-powerpoint-8673,Diseña presentaciones eficaces con Powerpoint,https://www.classcentral.com/course/edx-disena-presentaciones-eficaces-con-powerpoint-8673
/course/innovativeideas-840,Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship,https://www.classcentral.com/course/innovativeideas-840
/course/criticalmanagement-714,Critical Perspectives on Management,https://www.classcentral.com/course/criticalmanagement-714
/course/edx-ods-en-la-agenda-2030-de-las-naciones-unidas-retos-de-los-objetivos-de-desarrollo-sostenible-9740,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,https://www.classcentral.com/course/edx-ods-en-la-agenda-2030-de-las-naciones-unidas-retos-de-los-objetivos-de-desarrollo-sostenible-9740
/course/whartonaccounting-769,Introduction to Financial Accounting,https://www.classcentral.com/course/whartonaccounting-769
/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797,Introduction to VBA/Excel Programming,https://www.classcentral.com/course/open-education-by-blackboard-introduction-to-vba-excel-programming-1797
/course/managing-human-resources-5462,Preparing to Manage Human Resources,https://www.classcentral.com/course/managing-human-resources-5462
/course/lead-ei-710,Inspiring Leadership through Emotional Intelligence,https://www.classcentral.com/course/lead-ei-710
/course/basicprojmanage-2782,Project Management: The Basics for Success,https://www.classcentral.com/course/basicprojmanage-2782
/course/financialmarkets-912,Financial Markets,https://www.classcentral.com/course/financialmarkets-912
/course/edx-agile-solutions-for-greater-innovation-11919,Agile Solutions for Greater Innovation,https://www.classcentral.com/course/edx-agile-solutions-for-greater-innovation-11919
/course/whartonfinance-625,Introduction to Corporate Finance,https://www.classcentral.com/course/whartonfinance-625
